,DATE_NAME,GEOGRAPHY_NAME,GEOGRAPHY_CODE,VARIABLE_NAME,MEASURES_NAME,OBS_VALUE,OBS_STATUS_NAME
558,Jan 2015-Dec 2015,Bury St Edmunds,E30000184,% with no qualifications (NVQ) - aged 16-64,Denominator,84100.0,Normal Value
559,Jan 2015-Dec 2015,Bury St Edmunds,E30000184,% with no qualifications (NVQ) - aged 16-64,Confidence,3.8,Normal Value
560,Jan 2015-Dec 2015,Buxton,E30000185,Economic activity rate - aged 16-64,Variable,79.9,Normal Value
561,Jan 2015-Dec 2015,Buxton,E30000185,Economic activity rate - aged 16-64,Numerator,17200.0,Normal Value
562,Jan 2015-Dec 2015,Buxton,E30000185,Economic activity rate - aged 16-64,Denominator,21600.0,Normal Value
563,Jan 2015-Dec 2015,Buxton,E30000185,Economic activity rate - aged 16-64,Confidence,10.3,Normal Value
564,Jan 2015-Dec 2015,Buxton,E30000185,Employment rate - aged 16-64,Variable,76.1,Normal Value
565,Jan 2015-Dec 2015,Buxton,E30000185,Employment rate - aged 16-64,Numerator,16400.0,Normal Value
566,Jan 2015-Dec 2015,Buxton,E30000185,Employment rate - aged 16-64,Denominator,21600.0,Normal Value
567,Jan 2015-Dec 2015,Buxton,E30000185,Employment rate - aged 16-64,Confidence,11.0,Normal Value
568,Jan 2015-Dec 2015,Buxton,E30000185,Unemployment rate - aged 16-64 ,Variable,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
569,Jan 2015-Dec 2015,Buxton,E30000185,Unemployment rate - aged 16-64 ,Numerator,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
570,Jan 2015-Dec 2015,Buxton,E30000185,Unemployment rate - aged 16-64 ,Denominator,17200.0,Normal Value
571,Jan 2015-Dec 2015,Buxton,E30000185,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
572,Jan 2015-Dec 2015,Buxton,E30000185,% with NVQ4+ - aged 16-64,Variable,34.0,Normal Value
573,Jan 2015-Dec 2015,Buxton,E30000185,% with NVQ4+ - aged 16-64,Numerator,7300.0,Normal Value
574,Jan 2015-Dec 2015,Buxton,E30000185,% with NVQ4+ - aged 16-64,Denominator,21600.0,Normal Value
575,Jan 2015-Dec 2015,Buxton,E30000185,% with NVQ4+ - aged 16-64,Confidence,12.2,Normal Value
576,Jan 2015-Dec 2015,Buxton,E30000185,% with no qualifications (NVQ) - aged 16-64,Variable,7.6,Normal Value
577,Jan 2015-Dec 2015,Buxton,E30000185,% with no qualifications (NVQ) - aged 16-64,Numerator,1700.0,Normal Value
578,Jan 2015-Dec 2015,Buxton,E30000185,% with no qualifications (NVQ) - aged 16-64,Denominator,21600.0,Normal Value
579,Jan 2015-Dec 2015,Buxton,E30000185,% with no qualifications (NVQ) - aged 16-64,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
580,Jan 2015-Dec 2015,Cambridge,E30000186,Economic activity rate - aged 16-64,Variable,83.8,Normal Value
581,Jan 2015-Dec 2015,Cambridge,E30000186,Economic activity rate - aged 16-64,Numerator,381500.0,Normal Value
582,Jan 2015-Dec 2015,Cambridge,E30000186,Economic activity rate - aged 16-64,Denominator,455400.0,Normal Value
583,Jan 2015-Dec 2015,Cambridge,E30000186,Economic activity rate - aged 16-64,Confidence,2.1,Normal Value
584,Jan 2015-Dec 2015,Cambridge,E30000186,Employment rate - aged 16-64,Variable,80.9,Normal Value
585,Jan 2015-Dec 2015,Cambridge,E30000186,Employment rate - aged 16-64,Numerator,368200.0,Normal Value
586,Jan 2015-Dec 2015,Cambridge,E30000186,Employment rate - aged 16-64,Denominator,455400.0,Normal Value
587,Jan 2015-Dec 2015,Cambridge,E30000186,Employment rate - aged 16-64,Confidence,2.3,Normal Value
588,Jan 2015-Dec 2015,Cambridge,E30000186,Unemployment rate - aged 16-64 ,Variable,3.5,Normal Value
589,Jan 2015-Dec 2015,Cambridge,E30000186,Unemployment rate - aged 16-64 ,Numerator,13200.0,Normal Value
590,Jan 2015-Dec 2015,Cambridge,E30000186,Unemployment rate - aged 16-64 ,Denominator,381500.0,Normal Value
591,Jan 2015-Dec 2015,Cambridge,E30000186,Unemployment rate - aged 16-64 ,Confidence,1.2,Normal Value
592,Jan 2015-Dec 2015,Cambridge,E30000186,% with NVQ4+ - aged 16-64,Variable,45.6,Normal Value
593,Jan 2015-Dec 2015,Cambridge,E30000186,% with NVQ4+ - aged 16-64,Numerator,207000.0,Normal Value
594,Jan 2015-Dec 2015,Cambridge,E30000186,% with NVQ4+ - aged 16-64,Denominator,453600.0,Normal Value
595,Jan 2015-Dec 2015,Cambridge,E30000186,% with NVQ4+ - aged 16-64,Confidence,2.9,Normal Value
596,Jan 2015-Dec 2015,Cambridge,E30000186,% with no qualifications (NVQ) - aged 16-64,Variable,6.1,Normal Value
597,Jan 2015-Dec 2015,Cambridge,E30000186,% with no qualifications (NVQ) - aged 16-64,Numerator,27700.0,Normal Value
598,Jan 2015-Dec 2015,Cambridge,E30000186,% with no qualifications (NVQ) - aged 16-64,Denominator,453600.0,Normal Value
599,Jan 2015-Dec 2015,Cambridge,E30000186,% with no qualifications (NVQ) - aged 16-64,Confidence,1.4,Normal Value
600,Jan 2015-Dec 2015,Canterbury,E30000187,Economic activity rate - aged 16-64,Variable,71.6,Normal Value
601,Jan 2015-Dec 2015,Canterbury,E30000187,Economic activity rate - aged 16-64,Numerator,91400.0,Normal Value
602,Jan 2015-Dec 2015,Canterbury,E30000187,Economic activity rate - aged 16-64,Denominator,127600.0,Normal Value
603,Jan 2015-Dec 2015,Canterbury,E30000187,Economic activity rate - aged 16-64,Confidence,5.5,Normal Value
604,Jan 2015-Dec 2015,Canterbury,E30000187,Employment rate - aged 16-64,Variable,65.4,Normal Value
605,Jan 2015-Dec 2015,Canterbury,E30000187,Employment rate - aged 16-64,Numerator,83500.0,Normal Value
606,Jan 2015-Dec 2015,Canterbury,E30000187,Employment rate - aged 16-64,Denominator,127600.0,Normal Value
607,Jan 2015-Dec 2015,Canterbury,E30000187,Employment rate - aged 16-64,Confidence,5.8,Normal Value
608,Jan 2015-Dec 2015,Canterbury,E30000187,Unemployment rate - aged 16-64 ,Variable,8.7,Normal Value
609,Jan 2015-Dec 2015,Canterbury,E30000187,Unemployment rate - aged 16-64 ,Numerator,7900.0,Normal Value
610,Jan 2015-Dec 2015,Canterbury,E30000187,Unemployment rate - aged 16-64 ,Denominator,91400.0,Normal Value
611,Jan 2015-Dec 2015,Canterbury,E30000187,Unemployment rate - aged 16-64 ,Confidence,4.0,Normal Value
612,Jan 2015-Dec 2015,Canterbury,E30000187,% with NVQ4+ - aged 16-64,Variable,37.5,Normal Value
613,Jan 2015-Dec 2015,Canterbury,E30000187,% with NVQ4+ - aged 16-64,Numerator,47500.0,Normal Value
614,Jan 2015-Dec 2015,Canterbury,E30000187,% with NVQ4+ - aged 16-64,Denominator,126800.0,Normal Value
615,Jan 2015-Dec 2015,Canterbury,E30000187,% with NVQ4+ - aged 16-64,Confidence,5.9,Normal Value
616,Jan 2015-Dec 2015,Canterbury,E30000187,% with no qualifications (NVQ) - aged 16-64,Variable,4.7,Normal Value
617,Jan 2015-Dec 2015,Canterbury,E30000187,% with no qualifications (NVQ) - aged 16-64,Numerator,6000.0,Normal Value
618,Jan 2015-Dec 2015,Canterbury,E30000187,% with no qualifications (NVQ) - aged 16-64,Denominator,126800.0,Normal Value
619,Jan 2015-Dec 2015,Canterbury,E30000187,% with no qualifications (NVQ) - aged 16-64,Confidence,2.6,Normal Value
620,Jan 2015-Dec 2015,Chelmsford,E30000188,Economic activity rate - aged 16-64,Variable,81.8,Normal Value
621,Jan 2015-Dec 2015,Chelmsford,E30000188,Economic activity rate - aged 16-64,Numerator,242300.0,Normal Value
622,Jan 2015-Dec 2015,Chelmsford,E30000188,Economic activity rate - aged 16-64,Denominator,296200.0,Normal Value
623,Jan 2015-Dec 2015,Chelmsford,E30000188,Economic activity rate - aged 16-64,Confidence,2.9,Normal Value
624,Jan 2015-Dec 2015,Chelmsford,E30000188,Employment rate - aged 16-64,Variable,79.3,Normal Value
625,Jan 2015-Dec 2015,Chelmsford,E30000188,Employment rate - aged 16-64,Numerator,234800.0,Normal Value
626,Jan 2015-Dec 2015,Chelmsford,E30000188,Employment rate - aged 16-64,Denominator,296200.0,Normal Value
627,Jan 2015-Dec 2015,Chelmsford,E30000188,Employment rate - aged 16-64,Confidence,3.0,Normal Value
628,Jan 2015-Dec 2015,Chelmsford,E30000188,Unemployment rate - aged 16-64 ,Variable,3.1,Normal Value
629,Jan 2015-Dec 2015,Chelmsford,E30000188,Unemployment rate - aged 16-64 ,Numerator,7500.0,Normal Value
630,Jan 2015-Dec 2015,Chelmsford,E30000188,Unemployment rate - aged 16-64 ,Denominator,242300.0,Normal Value
631,Jan 2015-Dec 2015,Chelmsford,E30000188,Unemployment rate - aged 16-64 ,Confidence,1.4,Normal Value
632,Jan 2015-Dec 2015,Chelmsford,E30000188,% with NVQ4+ - aged 16-64,Variable,31.9,Normal Value
633,Jan 2015-Dec 2015,Chelmsford,E30000188,% with NVQ4+ - aged 16-64,Numerator,94100.0,Normal Value
634,Jan 2015-Dec 2015,Chelmsford,E30000188,% with NVQ4+ - aged 16-64,Denominator,294700.0,Normal Value
635,Jan 2015-Dec 2015,Chelmsford,E30000188,% with NVQ4+ - aged 16-64,Confidence,3.5,Normal Value
636,Jan 2015-Dec 2015,Chelmsford,E30000188,% with no qualifications (NVQ) - aged 16-64,Variable,7.1,Normal Value
637,Jan 2015-Dec 2015,Chelmsford,E30000188,% with no qualifications (NVQ) - aged 16-64,Numerator,21000.0,Normal Value
638,Jan 2015-Dec 2015,Chelmsford,E30000188,% with no qualifications (NVQ) - aged 16-64,Denominator,294700.0,Normal Value
639,Jan 2015-Dec 2015,Chelmsford,E30000188,% with no qualifications (NVQ) - aged 16-64,Confidence,1.9,Normal Value
640,Jan 2015-Dec 2015,Cheltenham,E30000189,Economic activity rate - aged 16-64,Variable,79.6,Normal Value
641,Jan 2015-Dec 2015,Cheltenham,E30000189,Economic activity rate - aged 16-64,Numerator,91800.0,Normal Value
642,Jan 2015-Dec 2015,Cheltenham,E30000189,Economic activity rate - aged 16-64,Denominator,115400.0,Normal Value
643,Jan 2015-Dec 2015,Cheltenham,E30000189,Economic activity rate - aged 16-64,Confidence,4.5,Normal Value
644,Jan 2015-Dec 2015,Cheltenham,E30000189,Employment rate - aged 16-64,Variable,77.6,Normal Value
645,Jan 2015-Dec 2015,Cheltenham,E30000189,Employment rate - aged 16-64,Numerator,89500.0,Normal Value
646,Jan 2015-Dec 2015,Cheltenham,E30000189,Employment rate - aged 16-64,Denominator,115400.0,Normal Value
647,Jan 2015-Dec 2015,Cheltenham,E30000189,Employment rate - aged 16-64,Confidence,4.6,Normal Value
648,Jan 2015-Dec 2015,Cheltenham,E30000189,Unemployment rate - aged 16-64 ,Variable,2.5,Normal Value
649,Jan 2015-Dec 2015,Cheltenham,E30000189,Unemployment rate - aged 16-64 ,Numerator,2300.0,Normal Value
650,Jan 2015-Dec 2015,Cheltenham,E30000189,Unemployment rate - aged 16-64 ,Denominator,91800.0,Normal Value
651,Jan 2015-Dec 2015,Cheltenham,E30000189,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
652,Jan 2015-Dec 2015,Cheltenham,E30000189,% with NVQ4+ - aged 16-64,Variable,49.2,Normal Value
653,Jan 2015-Dec 2015,Cheltenham,E30000189,% with NVQ4+ - aged 16-64,Numerator,56800.0,Normal Value
654,Jan 2015-Dec 2015,Cheltenham,E30000189,% with NVQ4+ - aged 16-64,Denominator,115400.0,Normal Value
655,Jan 2015-Dec 2015,Cheltenham,E30000189,% with NVQ4+ - aged 16-64,Confidence,5.5,Normal Value
656,Jan 2015-Dec 2015,Cheltenham,E30000189,% with no qualifications (NVQ) - aged 16-64,Variable,5.9,Normal Value
657,Jan 2015-Dec 2015,Cheltenham,E30000189,% with no qualifications (NVQ) - aged 16-64,Numerator,6800.0,Normal Value
658,Jan 2015-Dec 2015,Cheltenham,E30000189,% with no qualifications (NVQ) - aged 16-64,Denominator,115400.0,Normal Value
659,Jan 2015-Dec 2015,Cheltenham,E30000189,% with no qualifications (NVQ) - aged 16-64,Confidence,2.6,Normal Value
660,Jan 2015-Dec 2015,Chesterfield,E30000190,Economic activity rate - aged 16-64,Variable,79.0,Normal Value
661,Jan 2015-Dec 2015,Chesterfield,E30000190,Economic activity rate - aged 16-64,Numerator,109200.0,Normal Value
662,Jan 2015-Dec 2015,Chesterfield,E30000190,Economic activity rate - aged 16-64,Denominator,138200.0,Normal Value
663,Jan 2015-Dec 2015,Chesterfield,E30000190,Economic activity rate - aged 16-64,Confidence,4.6,Normal Value
664,Jan 2015-Dec 2015,Chesterfield,E30000190,Employment rate - aged 16-64,Variable,74.6,Normal Value
665,Jan 2015-Dec 2015,Chesterfield,E30000190,Employment rate - aged 16-64,Numerator,103100.0,Normal Value
666,Jan 2015-Dec 2015,Chesterfield,E30000190,Employment rate - aged 16-64,Denominator,138200.0,Normal Value
667,Jan 2015-Dec 2015,Chesterfield,E30000190,Employment rate - aged 16-64,Confidence,4.9,Normal Value
668,Jan 2015-Dec 2015,Chesterfield,E30000190,Unemployment rate - aged 16-64 ,Variable,5.6,Normal Value
669,Jan 2015-Dec 2015,Chesterfield,E30000190,Unemployment rate - aged 16-64 ,Numerator,6100.0,Normal Value
670,Jan 2015-Dec 2015,Chesterfield,E30000190,Unemployment rate - aged 16-64 ,Denominator,109200.0,Normal Value
671,Jan 2015-Dec 2015,Chesterfield,E30000190,Unemployment rate - aged 16-64 ,Confidence,2.9,Normal Value
672,Jan 2015-Dec 2015,Chesterfield,E30000190,% with NVQ4+ - aged 16-64,Variable,28.8,Normal Value
673,Jan 2015-Dec 2015,Chesterfield,E30000190,% with NVQ4+ - aged 16-64,Numerator,39400.0,Normal Value
674,Jan 2015-Dec 2015,Chesterfield,E30000190,% with NVQ4+ - aged 16-64,Denominator,137000.0,Normal Value
675,Jan 2015-Dec 2015,Chesterfield,E30000190,% with NVQ4+ - aged 16-64,Confidence,5.1,Normal Value
676,Jan 2015-Dec 2015,Chesterfield,E30000190,% with no qualifications (NVQ) - aged 16-64,Variable,5.2,Normal Value
677,Jan 2015-Dec 2015,Chesterfield,E30000190,% with no qualifications (NVQ) - aged 16-64,Numerator,7100.0,Normal Value
678,Jan 2015-Dec 2015,Chesterfield,E30000190,% with no qualifications (NVQ) - aged 16-64,Denominator,137000.0,Normal Value
679,Jan 2015-Dec 2015,Chesterfield,E30000190,% with no qualifications (NVQ) - aged 16-64,Confidence,2.5,Normal Value
680,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Economic activity rate - aged 16-64,Variable,77.9,Normal Value
681,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Economic activity rate - aged 16-64,Numerator,107500.0,Normal Value
682,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Economic activity rate - aged 16-64,Denominator,138100.0,Normal Value
683,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Economic activity rate - aged 16-64,Confidence,4.9,Normal Value
684,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Employment rate - aged 16-64,Variable,75.9,Normal Value
685,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Employment rate - aged 16-64,Numerator,104900.0,Normal Value
686,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Employment rate - aged 16-64,Denominator,138100.0,Normal Value
687,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Employment rate - aged 16-64,Confidence,5.1,Normal Value
688,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Unemployment rate - aged 16-64 ,Variable,2.5,Normal Value
689,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Unemployment rate - aged 16-64 ,Numerator,2700.0,Normal Value
690,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Unemployment rate - aged 16-64 ,Denominator,107500.0,Normal Value
691,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
692,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with NVQ4+ - aged 16-64,Variable,38.7,Normal Value
693,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with NVQ4+ - aged 16-64,Numerator,53400.0,Normal Value
694,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with NVQ4+ - aged 16-64,Denominator,138100.0,Normal Value
695,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with NVQ4+ - aged 16-64,Confidence,5.8,Normal Value
696,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with no qualifications (NVQ) - aged 16-64,Variable,9.0,Normal Value
697,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with no qualifications (NVQ) - aged 16-64,Numerator,12400.0,Normal Value
698,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with no qualifications (NVQ) - aged 16-64,Denominator,138100.0,Normal Value
699,Jan 2015-Dec 2015,Chichester and Bognor Regis,E30000191,% with no qualifications (NVQ) - aged 16-64,Confidence,3.4,Normal Value
700,Jan 2015-Dec 2015,Clacton,E30000192,Economic activity rate - aged 16-64,Variable,73.2,Normal Value
701,Jan 2015-Dec 2015,Clacton,E30000192,Economic activity rate - aged 16-64,Numerator,44800.0,Normal Value
702,Jan 2015-Dec 2015,Clacton,E30000192,Economic activity rate - aged 16-64,Denominator,61300.0,Normal Value
703,Jan 2015-Dec 2015,Clacton,E30000192,Economic activity rate - aged 16-64,Confidence,7.7,Normal Value
704,Jan 2015-Dec 2015,Clacton,E30000192,Employment rate - aged 16-64,Variable,68.8,Normal Value
705,Jan 2015-Dec 2015,Clacton,E30000192,Employment rate - aged 16-64,Numerator,42100.0,Normal Value
706,Jan 2015-Dec 2015,Clacton,E30000192,Employment rate - aged 16-64,Denominator,61300.0,Normal Value
707,Jan 2015-Dec 2015,Clacton,E30000192,Employment rate - aged 16-64,Confidence,8.1,Normal Value
708,Jan 2015-Dec 2015,Clacton,E30000192,Unemployment rate - aged 16-64 ,Variable,6.1,Normal Value
709,Jan 2015-Dec 2015,Clacton,E30000192,Unemployment rate - aged 16-64 ,Numerator,2700.0,Normal Value
710,Jan 2015-Dec 2015,Clacton,E30000192,Unemployment rate - aged 16-64 ,Denominator,44800.0,Normal Value
711,Jan 2015-Dec 2015,Clacton,E30000192,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
712,Jan 2015-Dec 2015,Clacton,E30000192,% with NVQ4+ - aged 16-64,Variable,15.5,Normal Value
713,Jan 2015-Dec 2015,Clacton,E30000192,% with NVQ4+ - aged 16-64,Numerator,9500.0,Normal Value
714,Jan 2015-Dec 2015,Clacton,E30000192,% with NVQ4+ - aged 16-64,Denominator,61300.0,Normal Value
715,Jan 2015-Dec 2015,Clacton,E30000192,% with NVQ4+ - aged 16-64,Confidence,6.3,Normal Value
716,Jan 2015-Dec 2015,Clacton,E30000192,% with no qualifications (NVQ) - aged 16-64,Variable,11.1,Normal Value
717,Jan 2015-Dec 2015,Clacton,E30000192,% with no qualifications (NVQ) - aged 16-64,Numerator,6800.0,Normal Value
718,Jan 2015-Dec 2015,Clacton,E30000192,% with no qualifications (NVQ) - aged 16-64,Denominator,61300.0,Normal Value
719,Jan 2015-Dec 2015,Clacton,E30000192,% with no qualifications (NVQ) - aged 16-64,Confidence,5.5,Normal Value
720,Jan 2015-Dec 2015,Colchester,E30000193,Economic activity rate - aged 16-64,Variable,81.1,Normal Value
721,Jan 2015-Dec 2015,Colchester,E30000193,Economic activity rate - aged 16-64,Numerator,110500.0,Normal Value
722,Jan 2015-Dec 2015,Colchester,E30000193,Economic activity rate - aged 16-64,Denominator,136300.0,Normal Value
723,Jan 2015-Dec 2015,Colchester,E30000193,Economic activity rate - aged 16-64,Confidence,4.3,Normal Value
724,Jan 2015-Dec 2015,Colchester,E30000193,Employment rate - aged 16-64,Variable,78.2,Normal Value
725,Jan 2015-Dec 2015,Colchester,E30000193,Employment rate - aged 16-64,Numerator,106700.0,Normal Value
726,Jan 2015-Dec 2015,Colchester,E30000193,Employment rate - aged 16-64,Denominator,136300.0,Normal Value
727,Jan 2015-Dec 2015,Colchester,E30000193,Employment rate - aged 16-64,Confidence,4.5,Normal Value
728,Jan 2015-Dec 2015,Colchester,E30000193,Unemployment rate - aged 16-64 ,Variable,3.5,Normal Value
729,Jan 2015-Dec 2015,Colchester,E30000193,Unemployment rate - aged 16-64 ,Numerator,3900.0,Normal Value
730,Jan 2015-Dec 2015,Colchester,E30000193,Unemployment rate - aged 16-64 ,Denominator,110500.0,Normal Value
731,Jan 2015-Dec 2015,Colchester,E30000193,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
732,Jan 2015-Dec 2015,Colchester,E30000193,% with NVQ4+ - aged 16-64,Variable,32.0,Normal Value
733,Jan 2015-Dec 2015,Colchester,E30000193,% with NVQ4+ - aged 16-64,Numerator,43600.0,Normal Value
734,Jan 2015-Dec 2015,Colchester,E30000193,% with NVQ4+ - aged 16-64,Denominator,136300.0,Normal Value
735,Jan 2015-Dec 2015,Colchester,E30000193,% with NVQ4+ - aged 16-64,Confidence,5.1,Normal Value
736,Jan 2015-Dec 2015,Colchester,E30000193,% with no qualifications (NVQ) - aged 16-64,Variable,7.4,Normal Value
737,Jan 2015-Dec 2015,Colchester,E30000193,% with no qualifications (NVQ) - aged 16-64,Numerator,10100.0,Normal Value
738,Jan 2015-Dec 2015,Colchester,E30000193,% with no qualifications (NVQ) - aged 16-64,Denominator,136300.0,Normal Value
739,Jan 2015-Dec 2015,Colchester,E30000193,% with no qualifications (NVQ) - aged 16-64,Confidence,2.9,Normal Value
740,Jan 2015-Dec 2015,Corby,E30000194,Economic activity rate - aged 16-64,Variable,82.0,Normal Value
741,Jan 2015-Dec 2015,Corby,E30000194,Economic activity rate - aged 16-64,Numerator,34900.0,Normal Value
742,Jan 2015-Dec 2015,Corby,E30000194,Economic activity rate - aged 16-64,Denominator,42500.0,Normal Value
743,Jan 2015-Dec 2015,Corby,E30000194,Economic activity rate - aged 16-64,Confidence,7.2,Normal Value
744,Jan 2015-Dec 2015,Corby,E30000194,Employment rate - aged 16-64,Variable,74.7,Normal Value
745,Jan 2015-Dec 2015,Corby,E30000194,Employment rate - aged 16-64,Numerator,31800.0,Normal Value
746,Jan 2015-Dec 2015,Corby,E30000194,Employment rate - aged 16-64,Denominator,42500.0,Normal Value
747,Jan 2015-Dec 2015,Corby,E30000194,Employment rate - aged 16-64,Confidence,8.1,Normal Value
748,Jan 2015-Dec 2015,Corby,E30000194,Unemployment rate - aged 16-64 ,Variable,8.8,Normal Value
749,Jan 2015-Dec 2015,Corby,E30000194,Unemployment rate - aged 16-64 ,Numerator,3100.0,Normal Value
750,Jan 2015-Dec 2015,Corby,E30000194,Unemployment rate - aged 16-64 ,Denominator,34900.0,Normal Value
751,Jan 2015-Dec 2015,Corby,E30000194,Unemployment rate - aged 16-64 ,Confidence,,Estimate and confidence interval unreliable since the group sample size is small (3-9)
752,Jan 2015-Dec 2015,Corby,E30000194,% with NVQ4+ - aged 16-64,Variable,20.5,Normal Value
753,Jan 2015-Dec 2015,Corby,E30000194,% with NVQ4+ - aged 16-64,Numerator,8700.0,Normal Value
754,Jan 2015-Dec 2015,Corby,E30000194,% with NVQ4+ - aged 16-64,Denominator,42500.0,Normal Value
755,Jan 2015-Dec 2015,Corby,E30000194,% with NVQ4+ - aged 16-64,Confidence,7.5,Normal Value
756,Jan 2015-Dec 2015,Corby,E30000194,% with no qualifications (NVQ) - aged 16-64,Variable,8.6,Normal Value
757,Jan 2015-Dec 2015,Corby,E30000194,% with no qualifications (NVQ) - aged 16-64,Numerator,3600.0,Normal Value
758,Jan 2015-Dec 2015,Corby,E30000194,% with no qualifications (NVQ) - aged 16-64,Denominator,42500.0,Normal Value
759,Jan 2015-Dec 2015,Corby,E30000194,% with no qualifications (NVQ) - aged 16-64,Confidence,5.2,Normal Value
760,Jan 2015-Dec 2015,Coventry,E30000195,Economic activity rate - aged 16-64,Variable,72.9,Normal Value
761,Jan 2015-Dec 2015,Coventry,E30000195,Economic activity rate - aged 16-64,Numerator,279700.0,Normal Value
762,Jan 2015-Dec 2015,Coventry,E30000195,Economic activity rate - aged 16-64,Denominator,383800.0,Normal Value
763,Jan 2015-Dec 2015,Coventry,E30000195,Economic activity rate - aged 16-64,Confidence,2.2,Normal Value
764,Jan 2015-Dec 2015,Coventry,E30000195,Employment rate - aged 16-64,Variable,70.3,Normal Value
765,Jan 2015-Dec 2015,Coventry,E30000195,Employment rate - aged 16-64,Numerator,270000.0,Normal Value
766,Jan 2015-Dec 2015,Coventry,E30000195,Employment rate - aged 16-64,Denominator,383800.0,Normal Value
767,Jan 2015-Dec 2015,Coventry,E30000195,Employment rate - aged 16-64,Confidence,2.3,Normal Value
768,Jan 2015-Dec 2015,Coventry,E30000195,Unemployment rate - aged 16-64 ,Variable,3.5,Normal Value
769,Jan 2015-Dec 2015,Coventry,E30000195,Unemployment rate - aged 16-64 ,Numerator,9700.0,Normal Value
770,Jan 2015-Dec 2015,Coventry,E30000195,Unemployment rate - aged 16-64 ,Denominator,279700.0,Normal Value
771,Jan 2015-Dec 2015,Coventry,E30000195,Unemployment rate - aged 16-64 ,Confidence,1.1,Normal Value
772,Jan 2015-Dec 2015,Coventry,E30000195,% with NVQ4+ - aged 16-64,Variable,31.5,Normal Value
773,Jan 2015-Dec 2015,Coventry,E30000195,% with NVQ4+ - aged 16-64,Numerator,120500.0,Normal Value
774,Jan 2015-Dec 2015,Coventry,E30000195,% with NVQ4+ - aged 16-64,Denominator,382800.0,Normal Value
775,Jan 2015-Dec 2015,Coventry,E30000195,% with NVQ4+ - aged 16-64,Confidence,2.3,Normal Value
776,Jan 2015-Dec 2015,Coventry,E30000195,% with no qualifications (NVQ) - aged 16-64,Variable,12.7,Normal Value
777,Jan 2015-Dec 2015,Coventry,E30000195,% with no qualifications (NVQ) - aged 16-64,Numerator,48600.0,Normal Value
778,Jan 2015-Dec 2015,Coventry,E30000195,% with no qualifications (NVQ) - aged 16-64,Denominator,382800.0,Normal Value
779,Jan 2015-Dec 2015,Coventry,E30000195,% with no qualifications (NVQ) - aged 16-64,Confidence,1.7,Normal Value
780,Jan 2015-Dec 2015,Crawley,E30000196,Economic activity rate - aged 16-64,Variable,82.0,Normal Value
781,Jan 2015-Dec 2015,Crawley,E30000196,Economic activity rate - aged 16-64,Numerator,313100.0,Normal Value
782,Jan 2015-Dec 2015,Crawley,E30000196,Economic activity rate - aged 16-64,Denominator,381900.0,Normal Value
783,Jan 2015-Dec 2015,Crawley,E30000196,Economic activity rate - aged 16-64,Confidence,2.5,Normal Value
784,Jan 2015-Dec 2015,Crawley,E30000196,Employment rate - aged 16-64,Variable,80.1,Normal Value
785,Jan 2015-Dec 2015,Crawley,E30000196,Employment rate - aged 16-64,Numerator,305800.0,Normal Value
786,Jan 2015-Dec 2015,Crawley,E30000196,Employment rate - aged 16-64,Denominator,381900.0,Normal Value
787,Jan 2015-Dec 2015,Crawley,E30000196,Employment rate - aged 16-64,Confidence,2.6,Normal Value
788,Jan 2015-Dec 2015,Crawley,E30000196,Unemployment rate - aged 16-64 ,Variable,2.4,Normal Value
789,Jan 2015-Dec 2015,Crawley,E30000196,Unemployment rate - aged 16-64 ,Numerator,7400.0,Normal Value
